source_roi,target_roi,presence_rate
temporalpole-lh (-0.21),caudalanteriorcingulate-rh (-0.33),0.0
temporalpole-rh (-0.30),caudalanteriorcingulate-rh (-0.33),0.0
bankssts-rh (-0.23),caudalmiddlefrontal-lh,0.0
bankssts-rh (-0.29),caudalmiddlefrontal-lh,0.9722222222222221
caudalanteriorcingulate-lh (-0.38),caudalmiddlefrontal-lh,0.0
caudalanteriorcingulate-rh (-0.33),caudalmiddlefrontal-lh,0.0
caudalmiddlefrontal-rh (-0.38),caudalmiddlefrontal-lh,0.0
cuneus-lh,caudalmiddlefrontal-lh,0.9444444444444444
entorhinal-lh,caudalmiddlefrontal-lh,0.6944444444444444
entorhinal-lh (-0.35),caudalmiddlefrontal-lh,0.0
entorhinal-rh,caudalmiddlefrontal-lh,0.861111111111111
entorhinal-rh (-0.27),caudalmiddlefrontal-lh,0.9722222222222221
frontalpole-rh (-0.28),caudalmiddlefrontal-lh,0.0
fusiform-rh (-0.23),caudalmiddlefrontal-lh,0.5555555555555556
fusiform-rh (-0.24),caudalmiddlefrontal-lh,0.0
inferiorparietal-lh,caudalmiddlefrontal-lh,0.7471566054243219
inferiorparietal-rh (-0.26),caudalmiddlefrontal-lh,0.0
inferiortemporal-lh (-0.29),caudalmiddlefrontal-lh,0.0
inferiortemporal-lh (-0.30),caudalmiddlefrontal-lh,0.5833333333333333
insula-lh,caudalmiddlefrontal-lh,0.9722222222222222
lateraloccipital-lh (-0.31),caudalmiddlefrontal-lh,0.0
lateraloccipital-rh,caudalmiddlefrontal-lh,0.5555555555555556
lateraloccipital-rh (-0.29),caudalmiddlefrontal-lh,0.8333333333333334
lateralorbitofrontal-lh,caudalmiddlefrontal-lh,0.9444444444444444
lateralorbitofrontal-lh (-0.27),caudalmiddlefrontal-lh,0.0
lateralorbitofrontal-rh (-0.25),caudalmiddlefrontal-lh,0.0
lingual-lh,caudalmiddlefrontal-lh,0.6944444444444444
lingual-lh (-0.34),caudalmiddlefrontal-lh,0.5833333333333333
lingual-rh (-0.28),caudalmiddlefrontal-lh,0.5833333333333333
medialorbitofrontal-lh,caudalmiddlefrontal-lh,0.8055555555555557
medialorbitofrontal-rh,caudalmiddlefrontal-lh,0.8333333333333334
middletemporal-rh (-0.30),caudalmiddlefrontal-lh,0.0
paracentral-lh (-0.26),caudalmiddlefrontal-lh,0.5555555555555556
paracentral-lh (-0.29),caudalmiddlefrontal-lh,0.0
paracentral-rh (-0.22),caudalmiddlefrontal-lh,0.0
parahippocampal-lh (-0.39),caudalmiddlefrontal-lh,0.0
parahippocampal-rh,caudalmiddlefrontal-lh,0.861111111111111
parahippocampal-rh (-0.28),caudalmiddlefrontal-lh,0.9722222222222221
parsopercularis-lh,caudalmiddlefrontal-lh,0.8333333333333334
parsopercularis-rh (-0.22),caudalmiddlefrontal-lh,0.5555555555555556
parsorbitalis-rh (-0.28),caudalmiddlefrontal-lh,0.0
parstriangularis-lh,caudalmiddlefrontal-lh,0.8888888888888888
parstriangularis-rh,caudalmiddlefrontal-lh,0.866161616161616
pericalcarine-rh,caudalmiddlefrontal-lh,0.611111111111111
posteriorcingulate-lh,caudalmiddlefrontal-lh,0.7101357082273113
posteriorcingulate-rh,caudalmiddlefrontal-lh,0.6995364037087703
precentral-lh,caudalmiddlefrontal-lh,0.5555555555555555
precentral-rh (-0.26),caudalmiddlefrontal-lh,0.0
precuneus-lh,caudalmiddlefrontal-lh,0.8888888888888888
precuneus-rh,caudalmiddlefrontal-lh,0.9722222222222221
rostralanteriorcingulate-lh (-0.27),caudalmiddlefrontal-lh,0.0
rostralanteriorcingulate-lh (-0.33),caudalmiddlefrontal-lh,0.0
rostralanteriorcingulate-rh (-0.32),caudalmiddlefrontal-lh,0.0
rostralmiddlefrontal-lh,caudalmiddlefrontal-lh,0.8888888888888888
rostralmiddlefrontal-rh (-0.29),caudalmiddlefrontal-lh,0.0
superiorfrontal-lh (-0.25),caudalmiddlefrontal-lh,0.0
superiorparietal-lh (-0.34),caudalmiddlefrontal-lh,0.0
superiorparietal-rh,caudalmiddlefrontal-lh,0.8888888888888888
superiortemporal-lh,caudalmiddlefrontal-lh,0.861111111111111
superiortemporal-rh (-0.32),caudalmiddlefrontal-lh,0.8333333333333334
supramarginal-lh (-0.36),caudalmiddlefrontal-lh,0.0
temporalpole-lh (-0.21),caudalmiddlefrontal-lh,0.0
temporalpole-rh (-0.30),caudalmiddlefrontal-lh,0.8333333333333334
bankssts-rh (-0.23),caudalmiddlefrontal-rh (-0.38),0.0
bankssts-rh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
caudalanteriorcingulate-lh (-0.38),caudalmiddlefrontal-rh (-0.38),0.0
caudalanteriorcingulate-rh (-0.33),caudalmiddlefrontal-rh (-0.38),0.0
caudalmiddlefrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
cuneus-lh,caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-lh,caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-lh (-0.35),caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-rh,caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-rh (-0.27),caudalmiddlefrontal-rh (-0.38),0.0
frontalpole-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
fusiform-rh (-0.23),caudalmiddlefrontal-rh (-0.38),0.0
fusiform-rh (-0.24),caudalmiddlefrontal-rh (-0.38),0.0
inferiorparietal-lh,caudalmiddlefrontal-rh (-0.38),0.0
inferiorparietal-rh (-0.26),caudalmiddlefrontal-rh (-0.38),0.0
inferiortemporal-lh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
inferiortemporal-lh (-0.30),caudalmiddlefrontal-rh (-0.38),0.0
insula-lh,caudalmiddlefrontal-rh (-0.38),0.0
lateraloccipital-lh (-0.31),caudalmiddlefrontal-rh (-0.38),0.0
lateraloccipital-rh,caudalmiddlefrontal-rh (-0.38),0.0
lateraloccipital-rh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
lateralorbitofrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
lateralorbitofrontal-lh (-0.27),caudalmiddlefrontal-rh (-0.38),0.0
lateralorbitofrontal-rh (-0.25),caudalmiddlefrontal-rh (-0.38),0.0
lingual-lh,caudalmiddlefrontal-rh (-0.38),0.0
lingual-lh (-0.34),caudalmiddlefrontal-rh (-0.38),0.0
lingual-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
medialorbitofrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
medialorbitofrontal-rh,caudalmiddlefrontal-rh (-0.38),0.0
middletemporal-rh (-0.30),caudalmiddlefrontal-rh (-0.38),0.0
paracentral-lh (-0.26),caudalmiddlefrontal-rh (-0.38),0.0
paracentral-lh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
paracentral-rh (-0.22),caudalmiddlefrontal-rh (-0.38),0.0
parahippocampal-lh (-0.39),caudalmiddlefrontal-rh (-0.38),0.0
parahippocampal-rh,caudalmiddlefrontal-rh (-0.38),0.0
parahippocampal-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
parsopercularis-lh,caudalmiddlefrontal-rh (-0.38),0.0
parsopercularis-rh (-0.22),caudalmiddlefrontal-rh (-0.38),0.0
parsorbitalis-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
parstriangularis-lh,caudalmiddlefrontal-rh (-0.38),0.0
parstriangularis-rh,caudalmiddlefrontal-rh (-0.38),0.0
pericalcarine-rh,caudalmiddlefrontal-rh (-0.38),0.0
posteriorcingulate-lh,caudalmiddlefrontal-rh (-0.38),0.0
posteriorcingulate-rh,caudalmiddlefrontal-rh (-0.38),0.0
precentral-lh,caudalmiddlefrontal-rh (-0.38),0.0
precentral-rh (-0.26),caudalmiddlefrontal-rh (-0.38),0.0
precuneus-lh,caudalmiddlefrontal-rh (-0.38),0.0
precuneus-rh,caudalmiddlefrontal-rh (-0.38),0.0
rostralanteriorcingulate-lh (-0.27),caudalmiddlefrontal-rh (-0.38),0.0
rostralanteriorcingulate-lh (-0.33),caudalmiddlefrontal-rh (-0.38),0.0
rostralanteriorcingulate-rh (-0.32),caudalmiddlefrontal-rh (-0.38),0.0
rostralmiddlefrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
rostralmiddlefrontal-rh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
superiorfrontal-lh (-0.25),caudalmiddlefrontal-rh (-0.38),0.0
superiorparietal-lh (-0.34),caudalmiddlefrontal-rh (-0.38),0.0
superiorparietal-rh,caudalmiddlefrontal-rh (-0.38),0.0
superiortemporal-lh,caudalmiddlefrontal-rh (-0.38),0.0
superiortemporal-rh (-0.32),caudalmiddlefrontal-rh (-0.38),0.0
supramarginal-lh (-0.36),caudalmiddlefrontal-rh (-0.38),0.0
temporalpole-lh (-0.21),caudalmiddlefrontal-rh (-0.38),0.0
temporalpole-rh (-0.30),caudalmiddlefrontal-rh (-0.38),0.0
bankssts-rh (-0.23),cuneus-lh,0.0
bankssts-rh (-0.29),cuneus-lh,1.0
caudalanteriorcingulate-lh (-0.38),cuneus-lh,0.0
caudalanteriorcingulate-rh (-0.33),cuneus-lh,0.0
caudalmiddlefrontal-lh,cuneus-lh,0.8611111111111112
caudalmiddlefrontal-rh (-0.38),cuneus-lh,0.0
entorhinal-lh,cuneus-lh,0.7500000000000001
entorhinal-lh (-0.35),cuneus-lh,0.0
entorhinal-rh,cuneus-lh,1.0
entorhinal-rh (-0.27),cuneus-lh,1.0
frontalpole-rh (-0.28),cuneus-lh,0.0
fusiform-rh (-0.23),cuneus-lh,0.6666666666666667
fusiform-rh (-0.24),cuneus-lh,0.0
inferiorparietal-lh,cuneus-lh,0.7388451443569555
inferiorparietal-rh (-0.26),cuneus-lh,0.0
inferiortemporal-lh (-0.29),cuneus-lh,0.0
inferiortemporal-lh (-0.30),cuneus-lh,0.8333333333333335
insula-lh,cuneus-lh,1.0
lateraloccipital-lh (-0.31),cuneus-lh,0.0
lateraloccipital-rh,cuneus-lh,0.6666666666666667
lateraloccipital-rh (-0.29),cuneus-lh,0.9166666666666666
lateralorbitofrontal-lh,cuneus-lh,0.0
lateralorbitofrontal-lh (-0.27),cuneus-lh,0.0
lateralorbitofrontal-rh (-0.25),cuneus-lh,0.0
lingual-lh,cuneus-lh,0.7499999999999999
lingual-lh (-0.34),cuneus-lh,0.8333333333333335
lingual-rh (-0.28),cuneus-lh,0.8333333333333335
medialorbitofrontal-lh,cuneus-lh,0.6666666666666666
medialorbitofrontal-rh,cuneus-lh,0.8333333333333333
middletemporal-rh (-0.30),cuneus-lh,0.0
paracentral-lh (-0.26),cuneus-lh,0.6666666666666667
paracentral-lh (-0.29),cuneus-lh,0.0
paracentral-rh (-0.22),cuneus-lh,0.0
parahippocampal-lh (-0.39),cuneus-lh,0.0
parahippocampal-rh,cuneus-lh,1.0
parahippocampal-rh (-0.28),cuneus-lh,1.0
parsopercularis-lh,cuneus-lh,0.8055555555555555
parsopercularis-rh (-0.22),cuneus-lh,0.6666666666666667
parsorbitalis-rh (-0.28),cuneus-lh,0.0
parstriangularis-lh,cuneus-lh,0.8333333333333334
